"url","route","page_type","title","description","h1","h1_count","canonical","http_status","indexable","robots","sitemap_present","lastmod","word_count","source_count","image_count","tool_count","internal_inlinks","content_inlinks","internal_outlinks","depth_from_home","structured_data","schema_errors","missing_alt","duration_ms"
"https://www.biz2lab.com/health/tools/urinary-tract-infection-visit-card","/health/tools/urinary-tract-infection-visit-card","tool","요로감염 관찰·진료 질문 카드 | 오누림","개인 진단 대신 증상 흐름과 의료진에게 물을 내용을 한 장에 정리합니다.","요로감염 관찰·진료 질문 카드","1","https://www.biz2lab.com/health/tools/urinary-tract-infection-visit-card","200","true","","true","2026-08-26T00:00:00.000Z","62","0","0","1","3","3","16","1","[""Organization"",""WebSite""]","0","0","12"
"https://www.biz2lab.com/health/trust/about","/health/trust/about","trust","오누림 소개 | 오누림","오누림은 질환을 쉬운 말과 그림으로 이해하고, 기록하고, 진료에서 질문할 준비를 돕는 일반 건강교육 안내서입니다.","오누림 소개","1","https://www.biz2lab.com/health/trust/about","200","true","","true","2026-07-26T00:00:00.000Z","67","0","0","0","76","0","14","1","[""Organization"",""WebSite""]","0","0","22"
"https://www.biz2lab.com/health/trust/advertising","/health/trust/advertising","trust","광고 정책 | 오누림","광고가 콘텐츠의 결론, 질환 선정 또는 출처 판단을 바꾸지 않도록 편집과 광고를 분리합니다.","광고 정책","1","https://www.biz2lab.com/health/trust/advertising","200","true","","true","2026-07-26T00:00:00.000Z","61","0","0","0","76","0","14","1","[""Organization"",""WebSite""]","0","0","11"
"https://www.biz2lab.com/health/trust/ai-disclosure","/health/trust/ai-disclosure","trust","AI 활용 공개 | 오누림","AI는 자료 정리, 구조 초안, 문장 점검과 원본 시각자료 제작을 보조할 수 있습니다.","AI 활용 공개","1","https://www.biz2lab.com/health/trust/ai-disclosure","200","true","","true","2026-07-26T00:00:00.000Z","64","0","0","0","76","0","14","1","[""Organization"",""WebSite""]","0","0","13"
"https://www.biz2lab.com/health/trust/author","/health/trust/author","trust","박영훈 | 비의료인 건강정보 편집자 | 오누림","공공기관과 의료기관의 환자용 자료를 일반인이 이해하기 쉬운 말과 그림, 기록표와 질문 도구로 다시 정리합니다.","박영훈 | 비의료인 건강정보 편집자","1","https://www.biz2lab.com/health/trust/author","200","true","","true","2026-07-26T00:00:00.000Z","70","0","0","0","76","0","14","1","[""Organization"",""WebSite""]","0","0","12"
"https://www.biz2lab.com/health/trust/contact","/health/trust/contact","trust","문의 | 오누림","현재 공개 문의와 정정 제보는 실제 운영 중인 Biz2Lab GitHub Issues를 이용합니다.","문의","1","https://www.biz2lab.com/health/trust/contact","200","true","","true","2026-07-26T00:00:00.000Z","63","0","0","0","0","0","15","UNREACHABLE","[""Organization"",""WebSite""]","0","0","10"
"https://www.biz2lab.com/health/trust/corrections-policy","/health/trust/corrections-policy","trust","정정 정책 | 오누림","사실 오류, 출처 문제와 오해를 부르는 표현을 실제 공개 GitHub Issues에서 접수하고 변경 이유를 기록합니다.","정정 정책","1","https://www.biz2lab.com/health/trust/corrections-policy","200","true","","true","2026-07-26T00:00:00.000Z","78","0","0","0","76","2","14","1","[""Organization"",""WebSite""]","0","0","18"
"https://www.biz2lab.com/health/trust/disclaimer","/health/trust/disclaimer","trust","면책 안내 | 오누림","오누림의 내용은 일반적인 건강정보 교육용이며 개인 의료상담을 대신하지 않습니다.","면책 안내","1","https://www.biz2lab.com/health/trust/disclaimer","200","true","","true","2026-07-26T00:00:00.000Z","68","0","0","0","76","0","14","1","[""Organization"",""WebSite""]","0","0","17"
"https://www.biz2lab.com/health/trust/editorial-policy","/health/trust/editorial-policy","trust","편집 정책 | 오누림","짧은 설명, 더 깊은 이해, 바로 쓸 행동 도구의 순서로 건강정보를 구성합니다.","편집 정책","1","https://www.biz2lab.com/health/trust/editorial-policy","200","true","","true","2026-07-26T00:00:00.000Z","62","0","0","0","0","0","15","UNREACHABLE","[""Organization"",""WebSite""]","0","0","18"
"https://www.biz2lab.com/health/trust/medical-review-policy","/health/trust/medical-review-policy","trust","의료 검토 정책 | 오누림","공식 출처 확인은 면허 의료인 검수와 같지 않습니다.","의료 검토 정책","1","https://www.biz2lab.com/health/trust/medical-review-policy","200","true","","true","2026-07-26T00:00:00.000Z","99","0","0","0","0","0","15","UNREACHABLE","[""Organization"",""WebSite""]","0","0","16"
"https://www.biz2lab.com/health/trust/privacy","/health/trust/privacy","trust","개인정보 안내 | 오누림","건강 도구는 입력값을 서버에 전송하거나 저장하지 않는 브라우저·인쇄용 양식입니다.","개인정보 안내","1","https://www.biz2lab.com/health/trust/privacy","200","true","","true","2026-07-26T00:00:00.000Z","140","0","0","0","76","0","14","1","[""Organization"",""WebSite""]","0","0","19"
"https://www.biz2lab.com/health/trust/sources-policy","/health/trust/sources-policy","trust","출처 정책 | 오누림","질병관리청과 국가건강정보포털을 우선하고 WHO, NIH, CDC, NHS 같은 공공기관 자료로 교차 확인합니다.","출처 정책","1","https://www.biz2lab.com/health/trust/sources-policy","200","true","","true","2026-07-26T00:00:00.000Z","59","0","0","0","76","0","14","1","[""Organization"",""WebSite""]","0","0","13"
"https://www.biz2lab.com/health/trust/terms","/health/trust/terms","trust","이용약관 | 오누림","오누림 자료는 개인의 일반 건강교육과 진료 질문 준비를 위한 정보입니다.","이용약관","1","https://www.biz2lab.com/health/trust/terms","200","true","","true","2026-07-26T00:00:00.000Z","61","0","0","0","76","0","14","1","[""Organization"",""WebSite""]","0","0","12"
"https://www.biz2lab.com/health/type-2-diabetes","/health/type-2-diabetes","disease","제2형 당뇨병, 한 번의 숫자보다 흐름 보기 | 오누림","혈당과 인슐린의 기본 관계, 검사 용어, 안전한 관찰 기록과 가족의 도움을 쉬운 말로 정리합니다.","제2형 당뇨병, 한 번의 숫자보다 흐름 보기","1","https://www.biz2lab.com/health/type-2-diabetes","200","true","","true","2026-08-26T00:00:00.000Z","594","7","4","4","6","2","19","1","[""Organization"",""WebSite"",""Article""]","0","0","29"
"https://www.biz2lab.com/health/urinary-tract-infection","/health/urinary-tract-infection","disease","요로감염 | 오누림","소변 볼 때 불편하면 모두 같은 감염인지, 언제 콩팥 쪽 감염을 의심해 빨리 진료받아야 하는지 설명합니다.","요로감염","1","https://www.biz2lab.com/health/urinary-tract-infection","200","true","","true","2026-08-26T00:00:00.000Z","377","3","5","1","3","2","16","1","[""Organization"",""WebSite"",""Article""]","0","0","18"
