"id","file","exists","format","width","height","declared_width","declared_height","file_size_bytes","alt_text","caption","article_slug","article_relevance","exact_duplicate_count","nearest_visual_distance","duplicate_risk","loading_strategy","medical_accuracy","privacy","claim_ids","audit_result"
"VIS-HTN-B1-01","public/images/onurim/hypertension/hero.webp","true","webp","1536","1024","1536","1024","150824","집에서 혈압을 잰 뒤 기록표에 숫자와 시간을 적는 성인의 차분한 교육용 삽화","측정을 마친 뒤 원래 값을 적는 장면입니다. 측정하는 동안에는 쓰거나 움직이지 않습니다.","hypertension","ARTICLE_PATH_AND_CLAIM_MAPPED","0","20","LOW","NEXT_IMAGE_PRELOAD_HERO","CLAIM_MAPPING_PRESENT;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","HTN-B1-004|HTN-B1-008","PASS"
"VIS-GOUT-P3-ACTION","public/images/onurim/gout/action-v2.webp","true","webp","1536","1024","1536","1024","61580","이번 통증과 다음 관리라는 두 제목 아래 관절과 빈 달력 기호를 놓은 진료 질문용 노트 삽화","현재 통증 대응과 장기 관리에 관해 물어볼 질문을 나누는 빈 메모입니다. 치료 순서·방문 간격·약의 시작 또는 중단 시점을 정하지 않습니다. 급한 변화가 있을 때는 메모보다 진료가 먼저입니다.","gout","ARTICLE_PATH_AND_CLAIM_MAPPED","0","17","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","GOUT-P3-004|GOUT-P3-005","PASS"
"VIS-MIG-P3-HERO","public/images/onurim/migraine/hero.webp","true","webp","1536","1024","1536","1024","18664","진료 메모와 상담 준비를 상징하는 초록·노랑 장식 표지 삽화","표지의 선과 십자 모양은 뇌 검사 결과나 의료인 검수 완료 표시가 아닙니다.","migraine","ARTICLE_PATH_AND_CLAIM_MAPPED","0","0","VISUAL_SIMILARITY_REVIEW","NEXT_IMAGE_PRELOAD_HERO","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","MIG-P3-002|MIG-P3-003","PASS"
"VIS-MIG-P3-CONCEPT","public/images/onurim/migraine/concept-v2.webp","true","webp","1536","1024","1536","1024","154964","가상 성인 곁에 빛·소리, 메스꺼움, 피로와 휴식을 상징하는 작은 장면을 배치한 편두통 동반 변화 삽화","빛·소리 민감성, 메스꺼움, 피로를 상징한 AI 생성 삽화입니다. 전구는 전조의 섬광, 위 모양은 장기 손상, 누운 모습은 치료 효과를 뜻하지 않습니다. 모두에게 필요한 단계나 진단 기준이 아니며, 새 신경 증상을 잠으로 넘기라는 안내가 아닙니다.","migraine","ARTICLE_PATH_AND_CLAIM_MAPPED","0","12","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","MIG-P3-001|MIG-P3-003","PASS"
"VIS-MIG-P3-ACTION","public/images/onurim/migraine/action-v2.webp","true","webp","1536","1024","1536","1024","74934","가상 성인이 두통 기록과 약 사용 기록이라는 빈 양식 앞에서 연필을 든 AI 생성 장면","실제 환자·진료 기록이 아닌 AI 생성 장면입니다. 두통과 이미 사용한 약을 설명하는 빈 기록 예시이지 약을 먹을 날짜·횟수·용량을 정하는 일정표가 아닙니다. 응급 신호가 있으면 작성보다 도움 요청이 먼저입니다.","migraine","ARTICLE_PATH_AND_CLAIM_MAPPED","0","10","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","MIG-P3-004|MIG-P3-005","PASS"
"VIS-KST-P3-HERO","public/images/onurim/kidney-stones/hero.webp","true","webp","1536","1024","1536","1024","18450","진료 메모와 상담 준비를 상징하는 파랑·주황 장식 표지 삽화","표지의 선과 십자 모양은 콩팥 검사 결과나 의료인 검수 완료 표시가 아닙니다.","kidney-stones","ARTICLE_PATH_AND_CLAIM_MAPPED","0","0","VISUAL_SIMILARITY_REVIEW","NEXT_IMAGE_PRELOAD_HERO","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","KST-P3-002|KST-P3-003","PASS"
"VIS-KST-P3-CONCEPT","public/images/onurim/kidney-stones/concept-v2.webp","true","webp","1536","1024","1536","1024","88570","두 콩팥에서 각각의 요관이 방광으로 이어지고 요도가 아래로 나오는 구조와 결석 위치 예시를 보여주는 삽화","소변길과 서로 다른 결석 위치 예시를 단순화한 AI 생성 삽화입니다. 원 안은 표시한 요관 결석의 부분 확대이며 추가 결석이 아닙니다. 실제 기관 비율·결석 크기나 개수·막힌 정도를 판정하거나 같은 돌의 이동 단계·자연 배출을 보장하는 그림이 아닙니다.","kidney-stones","ARTICLE_PATH_AND_CLAIM_MAPPED","0","17","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","KST-P3-001|KST-P3-003","PASS"
"VIS-KST-P3-ACTION","public/images/onurim/kidney-stones/action-v2.webp","true","webp","1536","1024","1536","1024","124762","위치와 크기, 막힘과 감염, 배출 확인, 성분과 예방을 묻는 빈 검사 후 질문 양식 삽화","진료 설명을 확인하기 위한 빈 양식의 AI 생성 삽화입니다. 실제 검사 결과나 치료 순서·일정표가 아니며, 급한 변화가 있으면 작성보다 의료 도움 요청이 먼저입니다.","kidney-stones","ARTICLE_PATH_AND_CLAIM_MAPPED","0","10","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","KST-P3-004|KST-P3-005","PASS"
"VIS-UTI-P3-HERO","public/images/onurim/urinary-tract-infection/hero.webp","true","webp","1536","1024","1536","1024","17488","상담 메모와 준비를 상징하는 보라·모래색 장식 표지 삽화","표지의 선과 십자 모양은 소변검사 결과나 의료인 검수 완료 표시가 아닙니다.","urinary-tract-infection","ARTICLE_PATH_AND_CLAIM_MAPPED","0","0","VISUAL_SIMILARITY_REVIEW","NEXT_IMAGE_PRELOAD_HERO","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","UTI-P3-002|UTI-P3-003","PASS"
"VIS-UTI-P3-CONCEPT","public/images/onurim/urinary-tract-infection/concept-v2.webp","true","webp","1536","1024","1536","1024","42656","서로 분리된 두 소변길 그림에서 방광과 한쪽 콩팥을 각각 강조한 위치 예시","방광과 콩팥의 위치를 비교한 AI 생성 삽화입니다. 필수 진행 단계나 서로 배타적인 상태가 아니며, 한쪽 콩팥만 감염된다는 뜻도 아닙니다. 색과 기관 비율은 실제 감염 범위·손상·중증도·검사 결과를 나타내지 않습니다.","urinary-tract-infection","ARTICLE_PATH_AND_CLAIM_MAPPED","0","17","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","UTI-P3-001|UTI-P3-002","PASS"
"VIS-UTI-P3-ACTION","public/images/onurim/urinary-tract-infection/action-v2.webp","true","webp","1536","1024","1536","1024","109204","소변검사라는 제목 아래 현미경, 배양검사라는 제목 아래 배양접시를 나란히 놓은 삽화","검사의 역할을 질문하기 위한 AI 생성 상징 삽화입니다. 현미경은 소변검사의 일부 방법을, 접시는 배양검사를 상징합니다. 실제 검체·검사 결과나 음성 판정이 아니며, 필수 검사 조합·순서·대기시간·검사 수행법을 안내하지 않습니다.","urinary-tract-infection","ARTICLE_PATH_AND_CLAIM_MAPPED","0","17","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","UTI-P3-003","PASS"
"VIS-DEP-P3-HERO","public/images/onurim/depression/hero.webp","true","webp","1536","1024","1536","1024","17504","메모와 도움 연결을 상징하는 초록·갈색 장식 표지 삽화","표지의 도형은 심리검사 결과나 의료인 검수 완료 표시가 아닙니다.","depression","ARTICLE_PATH_AND_CLAIM_MAPPED","0","0","VISUAL_SIMILARITY_REVIEW","NEXT_IMAGE_PRELOAD_HERO","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","DEP-P3-002|DEP-P3-003","PASS"
"VIS-DEP-P3-CONCEPT","public/images/onurim/depression/concept-v2.webp","true","webp","1536","1024","1536","1024","98292","잠·식사·흥미·집중을 각각 침구·그릇·스케치북·펼친 책으로 표현한 삽화","진료에서 이야기할 생활 영역 일부의 AI 생성 상징 삽화입니다. 잠과 식욕은 늘거나 줄 수 있고, 네 영역 모두가 필요한 진단 기준·점수표가 아닙니다. 음식·독서·휴식의 치료 효과나 회복을 보장하지 않습니다.","depression","ARTICLE_PATH_AND_CLAIM_MAPPED","0","20","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","DEP-P3-001|DEP-P3-002","PASS"
"VIS-DEP-P3-ACTION","public/images/onurim/depression/action-v2.webp","true","webp","1536","1024","1536","1024","283226","서로 같은 눈높이의 의자에 앉아 한 사람이 말하고 다른 사람이 듣는 두 성인의 대화 삽화","경청과 도움 연결을 설명하는 AI 생성 장면입니다. 실제 환자나 의료인이 아니며, 가족 대화만으로 치료되거나 위기를 해결한다는 뜻이 아닙니다. 급한 위험에는 대화보다 긴급 도움 연결을 우선합니다.","depression","ARTICLE_PATH_AND_CLAIM_MAPPED","0","20","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","DEP-P3-004","PASS"
"VIS-ANX-P3-HERO","public/images/onurim/anxiety-disorder/hero.webp","true","webp","1536","1024","1536","1024","18952","메모와 도움 연결을 상징하는 파랑·갈색 장식 표지 삽화","표지 도형은 불안의 검사 결과나 의료인 검수 완료 표시가 아닙니다.","anxiety-disorder","ARTICLE_PATH_AND_CLAIM_MAPPED","0","0","VISUAL_SIMILARITY_REVIEW","NEXT_IMAGE_PRELOAD_HERO","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","ANX-P3-002|ANX-P3-003","PASS"
"VIS-ANX-P3-CONCEPT","public/images/onurim/anxiety-disorder/concept-v2.webp","true","webp","1536","1024","1536","1024","229566","이어지는 걱정·갑작스러운 두려움·특정 상황의 불안을 서로 다른 일상 장면으로 표현한 삽화","서로 겹칠 수도 있는 불안 경험 일부를 표현한 AI 생성 가상 장면입니다. 세 장면이 모든 종류·서로 배타적인 진단·악화 단계는 아닙니다. 표정이나 몸의 느낌만으로 공황과 신체 질환을 구별하는 그림도 아닙니다.","anxiety-disorder","ARTICLE_PATH_AND_CLAIM_MAPPED","0","7","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","ANX-P3-001|ANX-P3-003","PASS"
"VIS-ANX-P3-ACTION","public/images/onurim/anxiety-disorder/action-v2.webp","true","webp","1536","1024","1536","1024","221782","언제·몸·피한 일·생활이라는 제목 아래 비어 있는 기록 칸 네 개와 연필 삽화","진료에 전할 경험을 정리하는 AI 생성 기록 예시입니다. ‘피한 일’은 이미 피하게 된 상황의 기록이지 회피 권유가 아닙니다. 네 칸이 필수 진단 조건·점수표는 아니며 모르는 내용은 비워도 됩니다. 급한 위험에는 기록 완성보다 도움을 먼저 요청합니다.","anxiety-disorder","ARTICLE_PATH_AND_CLAIM_MAPPED","0","17","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","ANX-P3-004|ANX-P3-005","PASS"
"VIS-STR-P3-HERO","public/images/onurim/stroke/hero.webp","true","webp","1536","1024","1536","1024","17284","메모판과 도움 연결을 상징하는 초록·노랑 장식 표지 삽화","표지 도형은 뇌 검사 결과나 의료인 검수 완료 표시가 아닙니다.","stroke","ARTICLE_PATH_AND_CLAIM_MAPPED","0","0","VISUAL_SIMILARITY_REVIEW","NEXT_IMAGE_PRELOAD_HERO","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","STR-P3-002|STR-P3-003","PASS"
"VIS-STR-P3-CONCEPT","public/images/onurim/stroke/concept-v2.webp","true","webp","1536","1024","1536","1024","193722","한쪽 힘·감각, 말·이해, 시야, 균형, 심한 두통의 변화를 각각 다른 가상 인물로 표현한 다섯 장면","AI 생성 교육 삽화입니다. 이 변화 중 하나라도 갑자기 나타나면 즉시 119에 연락합니다. 다섯 가지가 모두 필요한 조건·발생 순서·자가 검사법은 아닙니다. 신체 부위·시야 모양은 예시이며 표정·자세로 진단하지 않습니다. 컵은 배경 소품으로, 물·음식을 주거나 쉬며 기다리라는 뜻이 아닙니다.","stroke","ARTICLE_PATH_AND_CLAIM_MAPPED","0","21","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","STR-P3-002|STR-P3-005","PASS"
"VIS-STR-P3-ACTION","public/images/onurim/stroke/action-v2.webp","true","webp","1536","1024","1536","1024","122826","119 전화와 마지막 평소 상태·증상을 발견한 때의 빈 날짜와 시각 칸 두 개","119 신고 후 아는 사실을 전하기 위한 AI 생성 예시입니다. 두 시각은 같을 수도 다를 수도 있고, 모르는 내용은 모른다고 말합니다. 빈 시계에는 지정 시각·치료 마감선이 없으며 기록을 완성해야 도움을 받는 양식이 아닙니다.","stroke","ARTICLE_PATH_AND_CLAIM_MAPPED","0","22","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","STR-P3-003|STR-P3-004","PASS"
"VIS-AMI-P3-HERO","public/images/onurim/acute-myocardial-infarction/hero.webp","true","webp","1536","1024","1536","1024","16572","메모판과 도움 연결을 상징하는 분홍·초록 장식 표지 삽화","표지 도형은 심장 검사 결과나 의료인 검수 완료 표시가 아닙니다.","acute-myocardial-infarction","ARTICLE_PATH_AND_CLAIM_MAPPED","0","1","VISUAL_SIMILARITY_REVIEW","NEXT_IMAGE_PRELOAD_HERO","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","AMI-P3-002|AMI-P3-003","PASS"
"VIS-AMI-P3-CONCEPT","public/images/onurim/acute-myocardial-infarction/concept-v2.webp","true","webp","1536","1024","1536","1024","136848","심장 표면의 관상동맥과 심장근육, 혈류를 방해하는 혈관 벽 변화·혈전의 확대 개념도","AI 생성 개념도입니다. 오른쪽 혈관 확대도 안의 노란 부분은 혈관벽의 플라크, 짙은 붉은 덩어리는 혈전을 단순화한 표현입니다. 관상동맥의 혈액 공급이 방해되는 대표 상황이며 실제 혈관 지도·손상 영역·폐색률·모든 원인을 나타내지 않습니다. 완전 폐색이 모든 심근경색의 필수 조건이라는 뜻이나 심장이 멈췄다는 그림도 아닙니다.","acute-myocardial-infarction","ARTICLE_PATH_AND_CLAIM_MAPPED","0","10","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","AMI-P3-001","PASS"
"VIS-AMI-P3-ACTION","public/images/onurim/acute-myocardial-infarction/action-v2.webp","true","webp","1536","1024","1536","1024","201098","먼저 119에 전화하는 가상 인물과 어디가 어떻게·처음 느낀 때·함께 생긴 변화·알고 있는 약의 빈 기록 칸","AI 생성 가상 장면입니다. 먼저 119에 연락한 뒤 아는 사실을 전합니다. 네 칸이 신고 조건이나 진단 점수는 아니며 모르면 모른다고 말합니다. 카드 완성·약 찾기·시각 확인 때문에 신고를 늦추지 않습니다.","acute-myocardial-infarction","ARTICLE_PATH_AND_CLAIM_MAPPED","0","13","LOW","NEXT_IMAGE_DEFAULT_LAZY_BODY","SOURCE_CONCEPT_CHECKED;LICENSED_REVIEW_COMPLETED=NO","PRIVACY_SAFE","AMI-P3-002|AMI-P3-003|AMI-P3-004|AMI-P3-005","PASS"
