claim_id,guide_slug,risk_class,decision,public_wording,source_ids,source_urls,last_verified,rationale,licensed_medical_review_completed
OBS-P3-005,obesity,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,"실신, 의식 저하, 새롭고 심한 가슴 통증이나 호흡곤란이 있으면 체중 문제로 단정하지 말고 119에 도움을 요청합니다.",SRC-NIDDK-OBESITY-DEFINITION|SRC-NIDDK-OBESITY-RISKS,https://www.niddk.nih.gov/health-information/weight-management/adult-overweight-obesity/definition-facts|https://www.niddk.nih.gov/health-information/weight-management/adult-overweight-obesity/health-risks,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
MASLD-P3-004,metabolic-dysfunction-associated-steatotic-liver-disease,P1_CLINICAL,SIMPLIFY,"간 수치나 초음파 문구를 혼자 해석해 보충제나 약을 시작하지 않습니다. 음주, 기존 질환과 복용 약을 진료에서 함께 알립니다.",SRC-NIDDK-MASLD-DEFINITION|SRC-NIDDK-MASLD-SYMPTOMS,https://www.niddk.nih.gov/health-information/liver-disease/nafld-nash/definition-facts|https://www.niddk.nih.gov/health-information/liver-disease/nafld-nash/symptoms-causes,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
MASLD-P3-005,metabolic-dysfunction-associated-steatotic-liver-disease,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"피부나 눈이 노래지거나, 심한 복통·반복 구토·의식 변화가 새로 나타나면 온라인 기록보다 신속한 의료 평가를 우선합니다.",SRC-NIDDK-MASLD-DEFINITION|SRC-NIDDK-MASLD-DIAGNOSIS,https://www.niddk.nih.gov/health-information/liver-disease/nafld-nash/definition-facts|https://www.niddk.nih.gov/health-information/liver-disease/nafld-nash/diagnosis,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
IBS-P3-004,irritable-bowel-syndrome,P1_CLINICAL,SIMPLIFY,특정 음식 하나를 원인으로 확정하거나 장기간 과도하게 제한하지 않습니다. 기록을 바탕으로 의료진과 개인별 계획을 상의합니다.,SRC-NIDDK-IBS-DEFINITION|SRC-NIDDK-IBS-SYMPTOMS,https://www.niddk.nih.gov/health-information/digestive-diseases/irritable-bowel-syndrome/definition-facts|https://www.niddk.nih.gov/health-information/digestive-diseases/irritable-bowel-syndrome/symptoms-causes,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
IBS-P3-005,irritable-bowel-syndrome,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"혈변이나 검은 변, 원인 없는 체중 감소, 심한 탈수·실신, 새롭고 심한 복통이 있으면 과민성장증후군으로 넘기지 말고 의료 도움을 받습니다.",SRC-NIDDK-IBS-DEFINITION|SRC-NIDDK-IBS-DIAGNOSIS,https://www.niddk.nih.gov/health-information/digestive-diseases/irritable-bowel-syndrome/definition-facts|https://www.niddk.nih.gov/health-information/digestive-diseases/irritable-bowel-syndrome/diagnosis,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
AST-P3-004,asthma,P1_CLINICAL,SIMPLIFY,흡입기 종류와 사용 시점은 개인별 천식 행동계획을 따릅니다. 다른 사람의 흡입기를 쓰거나 온라인 글로 약을 바꾸지 않습니다.,SRC-NHLBI-ASTHMA-SYMPTOMS|SRC-NHLBI-ASTHMA-DIAGNOSIS,https://www.nhlbi.nih.gov/health/asthma/symptoms|https://www.nhlbi.nih.gov/health/asthma/diagnosis,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
AST-P3-005,asthma,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,"숨쉬기가 매우 어렵거나 말하기 힘들고, 입술이 푸르게 보이거나 처지고 혼란스러우면 즉시 119에 도움을 요청합니다.",SRC-NHLBI-ASTHMA-SYMPTOMS|SRC-NHLBI-ASTHMA-ATTACK,https://www.nhlbi.nih.gov/health/asthma/symptoms|https://www.nhlbi.nih.gov/health/asthma/attacks,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
OSA-P3-004,sleep-apnea,P1_CLINICAL,SIMPLIFY,코골이 녹음이나 스마트기기 수치만으로 진단하지 않습니다. 졸리면 운전과 위험 작업을 피하고 의료진과 상의합니다.,SRC-NHLBI-APNEA-OVERVIEW|SRC-NHLBI-APNEA-SYMPTOMS,https://www.nhlbi.nih.gov/health/sleep-apnea|https://www.nhlbi.nih.gov/health/sleep-apnea/symptoms,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
OSA-P3-005,sleep-apnea,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,깨우기 어렵거나 호흡이 돌아오지 않는 것처럼 보이거나 입술이 푸르게 보이면 즉시 119에 도움을 요청합니다.,SRC-NHLBI-APNEA-OVERVIEW|SRC-NHLBI-APNEA-DIAGNOSIS,https://www.nhlbi.nih.gov/health/sleep-apnea|https://www.nhlbi.nih.gov/health/sleep-apnea/diagnosis,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
GOUT-P3-004,gout,P1_CLINICAL,SIMPLIFY,"요산 수치 하나로 진단하거나 약을 임의로 끊지 않습니다. 음식만 탓하기보다 질환, 복용 약과 신장 상태를 함께 알립니다.",SRC-NIAMS-GOUT|SRC-NIAMS-GOUT-DIAGNOSIS,https://www.niams.nih.gov/health-topics/gout|https://www.niams.nih.gov/health-topics/gout/diagnosis-treatment-and-steps-to-take,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
GOUT-P3-005,gout,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,열이 나면서 관절이 매우 붓고 아프거나 몸 상태가 빠르게 나빠지면 감염 등 다른 원인도 가능하므로 신속히 의료 도움을 받습니다.,SRC-NIAMS-GOUT|SRC-MEDLINEPLUS-GOUT,https://www.niams.nih.gov/health-topics/gout|https://medlineplus.gov/gout.html,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
MIG-P3-004,migraine,P1_CLINICAL,SIMPLIFY,진통제나 편두통 약을 자주 또는 임의로 바꾸지 않습니다. 두통 일지는 진단기가 아니라 진료에 패턴을 설명하는 자료입니다.,SRC-NINDS-MIGRAINE|SRC-MEDLINEPLUS-MIGRAINE,https://www.ninds.nih.gov/health-information/disorders/migraine|https://medlineplus.gov/migraine.html,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
MIG-P3-005,migraine,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,"갑자기 시작된 매우 심한 두통, 처음 겪는 말·시야·움직임 이상, 의식 저하나 균형 상실이 동반되면 즉시 119에 도움을 요청합니다.",SRC-NINDS-MIGRAINE|SRC-MEDLINEPLUS-HEADACHE,https://www.ninds.nih.gov/health-information/disorders/migraine|https://medlineplus.gov/headache.html,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
KST-P3-004,kidney-stones,P1_CLINICAL,SIMPLIFY,통증만으로 결석의 크기나 통과 여부를 예측하지 않습니다. 심장·신장 질환으로 수분 제한을 받은 사람은 물 섭취를 임의로 늘리지 않습니다.,SRC-NIDDK-STONE-SYMPTOMS|SRC-NIDDK-STONE-DIAGNOSIS,https://www.niddk.nih.gov/health-information/urologic-diseases/kidney-stones/symptoms-causes|https://www.niddk.nih.gov/health-information/urologic-diseases/kidney-stones/diagnosis,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
KST-P3-005,kidney-stones,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"열·오한, 반복 구토, 소변이 거의 나오지 않음, 견디기 어려운 통증이 있으면 막힘이나 감염 가능성 때문에 신속한 의료 평가가 필요합니다.",SRC-NIDDK-STONE-SYMPTOMS|SRC-NIDDK-STONE-TREATMENT,https://www.niddk.nih.gov/health-information/urologic-diseases/kidney-stones/symptoms-causes|https://www.niddk.nih.gov/health-information/urologic-diseases/kidney-stones/treatment,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
UTI-P3-004,urinary-tract-infection,P1_CLINICAL,SIMPLIFY,"남은 항생제나 다른 사람의 약을 쓰지 않습니다. 임신 가능성, 반복 감염, 다른 질환과 복용 약을 진료에서 알립니다.",SRC-NIDDK-UTI-DEFINITION|SRC-NIDDK-UTI-SYMPTOMS,https://www.niddk.nih.gov/health-information/urologic-diseases/bladder-infection-uti-in-adults/definition-facts|https://www.niddk.nih.gov/health-information/urologic-diseases/bladder-infection-uti-in-adults/symptoms-causes,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
UTI-P3-005,urinary-tract-infection,P1_CLINICAL,KEEP_AS_SAFE_GENERAL_EDUCATION,"발열·오한과 함께 옆구리나 등 통증, 메스꺼움·구토가 나타나면 콩팥 감염 가능성이 있어 빠르게 의료 도움을 받습니다.",SRC-NIDDK-UTI-DEFINITION|SRC-NIDDK-UTI-DIAGNOSIS,https://www.niddk.nih.gov/health-information/urologic-diseases/bladder-infection-uti-in-adults/definition-facts|https://www.niddk.nih.gov/health-information/urologic-diseases/bladder-infection-uti-in-adults/diagnosis,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
DEP-P3-004,depression,P1_CLINICAL,SIMPLIFY,온라인 체크리스트만으로 진단하거나 치료를 중단하지 않습니다. 가족은 평가하거나 설득하기보다 안전하게 이야기를 듣고 전문 도움 연결을 돕습니다.,SRC-NIMH-DEPRESSION|SRC-WHO-DEPRESSION,https://www.nimh.nih.gov/health/publications/depression|https://www.who.int/news-room/fact-sheets/detail/depression,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
DEP-P3-005,depression,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,자해·자살 생각이나 구체적인 위험이 있거나 즉시 안전을 지키기 어렵다면 혼자 두지 말고 119에 연락합니다. 24시간 자살예방 상담전화 109에도 도움을 요청할 수 있습니다.,SRC-NIMH-DEPRESSION|SRC-MOHW-109,https://www.nimh.nih.gov/health/publications/depression|https://www.mohw.go.kr/menu.es?mid=a10716040000,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
ANX-P3-004,anxiety-disorder,P1_CLINICAL,SIMPLIFY,숨이 가쁘거나 가슴이 답답하다는 이유를 모두 불안으로 단정하지 않습니다. 치료법이나 약은 전문 평가 뒤 개인 상황에 맞게 정합니다.,SRC-NIMH-ANXIETY|SRC-NIMH-GAD,https://www.nimh.nih.gov/health/topics/anxiety-disorders|https://www.nimh.nih.gov/health/publications/generalized-anxiety-disorder-gad,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
ANX-P3-005,anxiety-disorder,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,자신이나 다른 사람을 해칠 위험이 있거나 안전을 지키기 어렵다면 즉시 119에 연락합니다. 자살 관련 위기에는 24시간 상담전화 109도 이용할 수 있습니다.,SRC-NIMH-ANXIETY|SRC-MOHW-109-ANX,https://www.nimh.nih.gov/health/topics/anxiety-disorders|https://www.mohw.go.kr/menu.es?mid=a10716040000,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
STR-P3-004,stroke,P1_CLINICAL,SIMPLIFY,증상이 잠깐 좋아져도 집에서 쉬며 기다리거나 음식·약을 억지로 먹이지 않습니다. 발생 시각을 기억하고 119 지시를 따릅니다.,SRC-KDCA-STROKE-PUBLIC|SRC-KDCA-STROKE-119,https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=5495|https://www.kdca.go.kr/kdca/2855/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGa2RjYSUyRjQ3JTJGMjE4NzQ4JTJGYXJ0Y2xWaWV3LmRvJTNG,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
STR-P3-005,stroke,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,"한쪽 마비, 말 이상, 시야 이상, 갑작스러운 심한 두통이나 균형 상실 중 하나라도 갑자기 나타나면 즉시 119에 연락합니다.",SRC-KDCA-STROKE-PUBLIC|SRC-CDC-STROKE-SIGNS,https://health.kdca.go.kr/healthinfo/biz/health/gnrlzHealthInfo/gnrlzHealthInfo/gnrlzHealthInfoView.do?cntnts_sn=5495|https://www.cdc.gov/stroke/signs-symptoms/,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
AMI-P3-004,acute-myocardial-infarction,P1_CLINICAL,SIMPLIFY,증상을 소화불량으로 단정하거나 직접 운전하지 않습니다. 아스피린을 포함한 약을 먼저 찾느라 119 연락을 늦추지 않습니다.,SRC-KDCA-CARDIO-2026|SRC-NHLBI-HEART-ATTACK,https://kdca.go.kr/kdca/2848/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGa2RjYSUyRjQyJTJGMzEwMDYxJTJGYXJ0Y2xWaWV3LmRvJTNG|https://www.nhlbi.nih.gov/health/heart-attack,2026-08-26,치료 세부사항을 제거하고 자가 판단 금지와 진료 질문 경계만 공개함,false
AMI-P3-005,acute-myocardial-infarction,P0_EMERGENCY,KEEP_AS_SAFE_GENERAL_EDUCATION,"새로운 심한 가슴 통증·압박감이나 숨참, 식은땀, 갑작스러운 어지럼이 심근경색처럼 느껴지면 확신이 없어도 즉시 119에 연락합니다.",SRC-KDCA-CARDIO-2026|SRC-NHLBI-HEART-ATTACK-SYMPTOMS,https://kdca.go.kr/kdca/2848/subview.do?enc=Zm5jdDF8QEB8JTJGYmJzJTJGa2RjYSUyRjQyJTJGMzEwMDYxJTJGYXJ0Y2xWaWV3LmRvJTNG|https://www.nhlbi.nih.gov/health/heart-attack/symptoms,2026-08-26,공식기관 2개 근거를 사용한 단순 행동 문장으로 제한하고 개인별 임상 판단을 배제함,false
